Unnamed: 0,business_id,feature_scores,feature_count
3177,fixjFaCYK2yDz5F-L2ASeg,"{""Service"": 3.0, ""MMG Signature Wrap"": 5.0, ""Caesar Salad"": 5.0, ""Chicken Gumbo"": 5.0, ""Cost"": 2.3333333333333335, ""Smoothie"": 2.0, ""Food"": 1.0, ""Vegetables"": 1.0, ""Signature wrap"": 1.0}","{""Service"": 3, ""MMG Signature Wrap"": 1, ""Caesar Salad"": 1, ""Chicken Gumbo"": 1, ""Cost"": 3, ""Smoothie"": 1, ""Food"": 1, ""Vegetables"": 1, ""Signature wrap"": 1}"
3178,fkfqJrABHQWsFWg8z3UHJw,"{""Service"": 4.666666666666667, ""Pork Slab"": 1.0, ""Beef Brisket"": 1.0, ""Ribs"": 2.0, ""Collard Greens"": 5.0, ""Cost"": 2.6666666666666665, ""Beef Ribs"": 5.0, ""Potato Salad"": 4.0, ""Beans"": 4.0, ""Pork Spareribs"": 4.0, ""Mac & Cheese"": 4.0, ""Collards"": 3.0}","{""Service"": 3, ""Pork Slab"": 1, ""Beef Brisket"": 1, ""Ribs"": 1, ""Collard Greens"": 1, ""Cost"": 3, ""Beef Ribs"": 1, ""Potato Salad"": 1, ""Beans"": 1, ""Pork Spareribs"": 1, ""Mac & Cheese"": 1, ""Collards"": 1}"
3179,flfkAssP0LzV3f0HSUhQAA,"{""Service"": 3.5, ""Coffee"": 4.5, ""Latte"": 5.0, ""Cost"": 2.0}","{""Service"": 2, ""Coffee"": 2, ""Latte"": 1, ""Cost"": 1}"
3180,fneeyCOYV5-oVeQP0TACog,"{""Service"": 4.5, ""Potato Things"": 5.0, ""Fries"": 3.0, ""Hot Dogs"": 4.0, ""Cost"": 2.9, ""Chips"": 3.0, ""Beer"": 5.0, ""Ambiance"": 4.333333333333333, ""Food"": 4.0, ""New York Hot Dog"": 5.0, ""Kansas City Hot Dog"": 5.0, ""Hotdog"": 5.0, ""Outdoor Seating"": 4.0, ""Hotdogs"": 5.0, ""Hot Dog"": 5.0, ""Brat with Mashed Potatoes and Gravy"": 5.0, ""Lingonberry Jam"": 5.0, ""Scotch Egg"": 5.0, ""Mustard Sauce"": 5.0, ""Bar"": 4.5, ""Late Night Food"": 5.0, ""Poi Boy"": 5.0, ""Destination Dogs"": 4.0, ""Atmosphere"": 5.0, ""Charles Dog Gaulle"": 4.0, ""Mighty Duck"": 3.0, ""Confit French Fries"": 4.0, ""Crab and Artichoke Dip"": 1.0, ""Drink"": 5.0, ""Cocktail"": 5.0, ""Game Room"": 5.0, ""Pool Table"": 5.0}","{""Service"": 10, ""Potato Things"": 1, ""Fries"": 1, ""Hot Dogs"": 4, ""Cost"": 10, ""Chips"": 1, ""Beer"": 1, ""Ambiance"": 3, ""Food"": 3, ""New York Hot Dog"": 1, ""Kansas City Hot Dog"": 1, ""Hotdog"": 1, ""Outdoor Seating"": 1, ""Hotdogs"": 1, ""Hot Dog"": 2, ""Brat with Mashed Potatoes and Gravy"": 1, ""Lingonberry Jam"": 1, ""Scotch Egg"": 1, ""Mustard Sauce"": 1, ""Bar"": 2, ""Late Night Food"": 1, ""Poi Boy"": 1, ""Destination Dogs"": 1, ""Atmosphere"": 1, ""Charles Dog Gaulle"": 1, ""Mighty Duck"": 1, ""Confit French Fries"": 1, ""Crab and Artichoke Dip"": 1, ""Drink"": 1, ""Cocktail"": 1, ""Game Room"": 1, ""Pool Table"": 1}"
3181,foh6hwQxjCs0SeLT5MO1SQ,"{""Service"": 5.0, ""Food"": 4.0, ""Deli"": 4.0, ""Pretzels"": 4.0, ""Beverages"": 4.0, ""Cleanliness"": 5.0, ""Location"": 5.0}","{""Service"": 1, ""Food"": 1, ""Deli"": 1, ""Pretzels"": 1, ""Beverages"": 1, ""Cleanliness"": 1, ""Location"": 1}"
3182,fpSWzQY6CAfIFMpkIsY8RA,"{""Food"": 4.0, ""Fish Tacos"": 4.0, ""Carne Asada Fries"": 5.0, ""Sushi"": 4.0, ""Service"": 3.0, ""Cost"": 3.0}","{""Food"": 1, ""Fish Tacos"": 1, ""Carne Asada Fries"": 1, ""Sushi"": 1, ""Service"": 1, ""Cost"": 1}"
3183,fpde_5H6mH5ufv1tUfBAKQ,"{""Food"": 2.0, ""Service"": 1.0, ""Cost"": 3.0, ""Oxtail hand pulled noodles soup"": 2.0, ""Chinese hamburger"": 3.0, ""Pork and chive dumplings"": 1.0}","{""Food"": 1, ""Service"": 1, ""Cost"": 1, ""Oxtail hand pulled noodles soup"": 1, ""Chinese hamburger"": 1, ""Pork and chive dumplings"": 1}"
3184,fpsVGXS0s8KA9H_9N-p-0w,"{""Service"": 4.0, ""Food"": 4.0, ""Price"": 5.0, ""Coffee"": 4.0, ""Baked treats"": 4.0, ""Warm breakfast dishes"": 4.0, ""Lunch dishes"": 4.0, ""Family-friendly environment"": 5.0, ""Hispanic food"": 4.0}","{""Service"": 1, ""Food"": 1, ""Price"": 1, ""Coffee"": 1, ""Baked treats"": 1, ""Warm breakfast dishes"": 1, ""Lunch dishes"": 1, ""Family-friendly environment"": 1, ""Hispanic food"": 1}"
3185,fq1yCVBgBB7s6V-D68NO1g,"{""Service"": 4.75, ""Pork Mi Quang"": 5.0, ""Chicken Dish"": 4.0, ""Portions"": 5.0, ""Friendly Staff"": 5.0, ""Cost"": 3.0, ""Location"": 4.0, ""Food"": 5.0, ""Noodles"": 5.0, ""Banh Mi"": 5.0, ""Mi Quang"": 5.0, ""Pork"": 5.0, ""Shrimp"": 5.0, ""Chicken"": 5.0, ""Broth"": 5.0, ""Peanut"": 4.0, ""My Quang"": 5.0}","{""Service"": 4, ""Pork Mi Quang"": 1, ""Chicken Dish"": 1, ""Portions"": 1, ""Friendly Staff"": 1, ""Cost"": 3, ""Location"": 1, ""Food"": 1, ""Noodles"": 1, ""Banh Mi"": 1, ""Mi Quang"": 1, ""Pork"": 1, ""Shrimp"": 1, ""Chicken"": 1, ""Broth"": 1, ""Peanut"": 1, ""My Quang"": 1}"
3186,fr2qDm_mY1afIGMvqsKUCg,"{""Service"": 4.0, ""Food"": 4.0, ""Cost"": 3.0, ""Nuggets"": 4.0, ""Fries"": 4.0, ""Soda"": 4.0, ""Chicken Fingers"": 4.0, ""Caesar Wrap"": 4.0}","{""Service"": 1, ""Food"": 1, ""Cost"": 1, ""Nuggets"": 1, ""Fries"": 1, ""Soda"": 1, ""Chicken Fingers"": 1, ""Caesar Wrap"": 1}"
3187,fsCTI3UO1AB1LuoRNOudfA,"{""Service"": 4.0, ""Food"": 5.0, ""Cost"": 4.0, ""Fried Chicken"": 5.0, ""Pork Chops"": 4.0, ""BBQ Chicken"": 4.0, ""Gravy"": 5.0, ""Cornbread"": 5.0}","{""Service"": 1, ""Food"": 1, ""Cost"": 1, ""Fried Chicken"": 1, ""Pork Chops"": 1, ""BBQ Chicken"": 1, ""Gravy"": 1, ""Cornbread"": 1}"
3188,fskPbD8G1DDQbCslHV-v_A,"{""Service"": 5.0, ""Pizza"": 5.0, ""Pizza with toppings 1"": 5.0, ""Pizza with toppings 2"": 5.0, ""Pizza with toppings 3"": 5.0, ""Cost"": 4.0}","{""Service"": 1, ""Pizza"": 1, ""Pizza with toppings 1"": 1, ""Pizza with toppings 2"": 1, ""Pizza with toppings 3"": 1, ""Cost"": 1}"
3189,fsqlE7jhO64Q62VDI_uRFQ,"{""Service"": 3.5, ""Bulgogi"": 3.5, ""Bulgogi Sandwich"": 2.0, ""Cost"": 4.5, ""Noodles"": 4.0, ""Dumplings"": 4.0}","{""Service"": 2, ""Bulgogi"": 2, ""Bulgogi Sandwich"": 1, ""Cost"": 2, ""Noodles"": 1, ""Dumplings"": 1}"
3190,fwIhAbiaJBuJnt90mZSTBA,"{""Food"": 3.0, ""Service"": 2.6666666666666665, ""Cost"": 2.6666666666666665, ""1/2 rack & sausage"": 4.0, ""BBQ beans"": 4.0, ""Mild sauce"": 4.0, ""Texas hot sauce"": 4.0, ""Generic polish sausage"": 3.0, ""Burnt ends"": 5.0, ""Sandwiches"": 4.0, ""Fries"": 3.0, ""Cole slaw"": 4.0, ""Fried pickle chips"": 4.0, ""BBQ"": 2.0, ""Roll"": 1.0, ""Wings"": 2.0, ""Sides"": 3.0, ""Online Ordering"": 1.0, ""BBQ Lunch Specials"": 5.0, ""Pork Melt"": 4.0, ""Beef Sam'ich"": 4.0, ""Burnt Ends"": 1.0, ""Brisket"": 1.0, ""Ribs"": 1.0, ""Pork Belly"": 2.0, ""1/2 chicken"": 2.0, ""Beef ribs"": 2.0}","{""Food"": 2, ""Service"": 6, ""Cost"": 6, ""1/2 rack & sausage"": 1, ""BBQ beans"": 1, ""Mild sauce"": 1, ""Texas hot sauce"": 1, ""Generic polish sausage"": 1, ""Burnt ends"": 1, ""Sandwiches"": 1, ""Fries"": 2, ""Cole slaw"": 1, ""Fried pickle chips"": 1, ""BBQ"": 1, ""Roll"": 1, ""Wings"": 1, ""Sides"": 1, ""Online Ordering"": 1, ""BBQ Lunch Specials"": 1, ""Pork Melt"": 1, ""Beef Sam'ich"": 1, ""Burnt Ends"": 1, ""Brisket"": 1, ""Ribs"": 1, ""Pork Belly"": 1, ""1/2 chicken"": 1, ""Beef ribs"": 1}"
3191,fyHua7e0AnjDmuuLXg1cLw,"{""Service"": 4.25, ""Food"": 5.0, ""Sandwich"": 5.0, ""Fries"": 5.0, ""Cost"": 2.75, ""Beer"": 4.0, ""Sliders"": 3.0, ""Atmosphere"": 4.0, ""Ambiance"": 4.0, ""Wings"": 5.0}","{""Service"": 4, ""Food"": 1, ""Sandwich"": 1, ""Fries"": 1, ""Cost"": 4, ""Beer"": 1, ""Sliders"": 1, ""Atmosphere"": 1, ""Ambiance"": 1, ""Wings"": 1}"
3192,fyxmwXdg9fJ13TpuF-KSbQ,"{""Service"": 2.8333333333333335, ""Bartender Service"": 1.0, ""Food Quality"": 1.0, ""Manager Service"": 1.0, ""Cost"": 2.8333333333333335, ""Drinks"": 5.0, ""Food"": 5.0, ""Atmosphere"": 3.5, ""Music"": 4.0, ""Dancing Lesson"": 5.0, ""Salsa"": 4.0, ""Jamaican Jerk Chicken"": 4.0, ""Plantains"": 3.0, ""Rum Punch"": 2.0, ""Chicken"": 1.0, ""Sauce"": 1.0, ""Bathrooms"": 1.0, ""Mac and Cheese"": 1.0}","{""Service"": 6, ""Bartender Service"": 1, ""Food Quality"": 1, ""Manager Service"": 1, ""Cost"": 6, ""Drinks"": 1, ""Food"": 2, ""Atmosphere"": 2, ""Music"": 1, ""Dancing Lesson"": 1, ""Salsa"": 1, ""Jamaican Jerk Chicken"": 1, ""Plantains"": 1, ""Rum Punch"": 1, ""Chicken"": 1, ""Sauce"": 1, ""Bathrooms"": 1, ""Mac and Cheese"": 1}"
3193,fz9ymU6xguSAdVjSdHBLDg,"{""Service"": 5.0, ""Dessert"": 5.0, ""Cost"": 3.0, ""Food"": 5.0, ""Pound cake"": 5.0}","{""Service"": 1, ""Dessert"": 1, ""Cost"": 1, ""Food"": 1, ""Pound cake"": 1}"
3194,fzftd8EhMnYCXE7D76zCrA,"{""Service"": 1.0}","{""Service"": 1}"
3195,g-mnsod42xN2y_LdYpoORw,"{""Service"": 2.0, ""Food"": 1.0}","{""Service"": 1, ""Food"": 1}"
3196,g0UI4VuBBTvNow0-HW58sA,"{""Service"": 4.5, ""Summer Minestrone soup"": 5.0, ""Curry Chicken Salad sandwich"": 5.0, ""Cost"": 3.0, ""Soup"": 5.0, ""Location"": 4.0, ""Food"": 4.0, ""Thai Sweet Potato soup"": 5.0, ""Butterhead lettuce salad"": 5.0, ""Chili"": 5.0, ""Corn bread"": 5.0}","{""Service"": 4, ""Summer Minestrone soup"": 1, ""Curry Chicken Salad sandwich"": 1, ""Cost"": 3, ""Soup"": 1, ""Location"": 1, ""Food"": 1, ""Thai Sweet Potato soup"": 1, ""Butterhead lettuce salad"": 1, ""Chili"": 1, ""Corn bread"": 1}"
3197,g16aFG2n7xJtFzy1KpPjZA,"{""Service"": 2.0}","{""Service"": 1}"
3198,g2zwbLIqxtN9nGGuL43trg,"{""Service"": 3.4444444444444446, ""Pizza"": 3.78, ""Cost"": 2.8461538461538463, ""Leonard's"": 5.0, ""Creative slices for vegetarians and vegans"": 5.0, ""Quality ingredients"": 5.0, ""Ice Cream"": 3.5, ""Arugula Salad"": 5.0, ""Charlie Mayfer Pizza"": 5.0, ""Ambiance"": 4.5, ""Food"": 4.0, ""Forbes Waggensense"": 3.0, ""Museum"": 3.0, ""Atmosphere"": 3.75, ""Take Out"": 3.0, ""Parking"": 2.0, ""Convenience"": 5.0, ""Daiya"": 5.0, ""Vegan Options"": 5.0, ""Quality"": 1.0, ""Price"": 1.0, ""Pizza Brain"": 3.0, ""Jane"": 4.0, ""Buffy"": 3.0, ""Henrietta"": 1.0, ""Half Cheese Pizza"": 3.0}","{""Service"": 27, ""Pizza"": 25, ""Cost"": 26, ""Leonard's"": 1, ""Creative slices for vegetarians and vegans"": 1, ""Quality ingredients"": 1, ""Ice Cream"": 4, ""Arugula Salad"": 1, ""Charlie Mayfer Pizza"": 1, ""Ambiance"": 2, ""Food"": 3, ""Forbes Waggensense"": 1, ""Museum"": 1, ""Atmosphere"": 4, ""Take Out"": 1, ""Parking"": 1, ""Convenience"": 1, ""Daiya"": 1, ""Vegan Options"": 1, ""Quality"": 1, ""Price"": 1, ""Pizza Brain"": 1, ""Jane"": 1, ""Buffy"": 1, ""Henrietta"": 1, ""Half Cheese Pizza"": 1}"
3199,g3VTofBULAB3bld7IzmJMg,"{""Service"": 5.0, ""Food Quality"": 5.0, ""Cost"": 3.0}","{""Service"": 1, ""Food Quality"": 1, ""Cost"": 1}"
3200,g3xvwZPyW95KThnc7tN79w,"{""Service"": 4.5, ""Ramen"": 4.0, ""Chashu"": 5.0, ""Karaage Chicken"": 4.0, ""Appetizers"": 4.0, ""Cost"": 3.25, ""Takoyaki"": 4.0, ""Signature Hajimaru Ramen"": 4.0, ""Curry Karage Chicken Bowl"": 5.0, ""Pickled Radish"": 4.0, ""Signature Ramen"": 4.0, ""Fried Calamari"": 5.0, ""Chashu Bowl"": 5.0}","{""Service"": 4, ""Ramen"": 2, ""Chashu"": 1, ""Karaage Chicken"": 1, ""Appetizers"": 1, ""Cost"": 4, ""Takoyaki"": 1, ""Signature Hajimaru Ramen"": 1, ""Curry Karage Chicken Bowl"": 1, ""Pickled Radish"": 1, ""Signature Ramen"": 1, ""Fried Calamari"": 1, ""Chashu Bowl"": 1}"
3201,g4cJA7iabhQywVCDytdUJw,"{""Service"": 5.0, ""Mango Jerk Salmon Salad"": 5.0, ""Natural Fountain Soda"": 5.0, ""Cornbread Croutons"": 5.0, ""Cost"": 3.0}","{""Service"": 1, ""Mango Jerk Salmon Salad"": 1, ""Natural Fountain Soda"": 1, ""Cornbread Croutons"": 1, ""Cost"": 1}"
3202,g7CaY9XKhwcWV2K-zM47Lg,"{""Service"": 4.5, ""Grape leaves"": 5.0, ""Chicken shawarma"": 5.0, ""Atmosphere"": 4.0, ""Food"": 5.0, ""Mixed Grill Tray"": 5.0, ""Lamb Chop"": 5.0, ""Ground Beef"": 5.0, ""Chicken"": 5.0, ""Salad"": 4.0, ""Sauce and Hummus"": 4.0, ""Falafel"": 5.0, ""Cost"": 3.0}","{""Service"": 2, ""Grape leaves"": 1, ""Chicken shawarma"": 1, ""Atmosphere"": 1, ""Food"": 1, ""Mixed Grill Tray"": 1, ""Lamb Chop"": 1, ""Ground Beef"": 1, ""Chicken"": 1, ""Salad"": 1, ""Sauce and Hummus"": 1, ""Falafel"": 1, ""Cost"": 1}"
3203,gB9c_OMjvGrn36XjHArAUQ,"{""Service"": 2.8, ""Pizza"": 2.0, ""Topping"": 3.0, ""Base"": 1.0, ""Overall Quality"": 2.0, ""Cost"": 3.4, ""Gorgonzola Pizza"": 3.0, ""Fries"": 4.0, ""White Slice with Spinach and Tomatoes"": 5.0, ""Plain Slice"": 4.0, ""Slice with Sausage and Pepperoni"": 4.0, ""Salad"": 5.0, ""Fried mozzarella"": 5.0, ""Margherita pizza"": 5.0, ""Food"": 1.0, ""Caesar Salad"": 1.0}","{""Service"": 5, ""Pizza"": 1, ""Topping"": 1, ""Base"": 1, ""Overall Quality"": 1, ""Cost"": 5, ""Gorgonzola Pizza"": 1, ""Fries"": 1, ""White Slice with Spinach and Tomatoes"": 1, ""Plain Slice"": 1, ""Slice with Sausage and Pepperoni"": 1, ""Salad"": 1, ""Fried mozzarella"": 1, ""Margherita pizza"": 1, ""Food"": 1, ""Caesar Salad"": 1}"
3204,gCcJTKC40CL0XtYYGfcXDw,"{""Service"": 4.0, ""Gyro"": 3.0, ""Platter"": 2.0, ""Chicken"": 2.0, ""Cost"": 3.0, ""Chicken Kabob Gyro Pita"": 5.0, ""Toppings"": 5.0, ""Ambiance"": 5.0, ""Food"": 4.5, ""Chickeb shwarma"": 5.0, ""Grape leaves"": 5.0, ""Atmosphere"": 3.5, ""Pita"": 3.0, ""Falafel"": 3.0, ""Tomatoes"": 2.0, ""Falafel Pita"": 2.0, ""Pitas"": 2.0, ""Chicken Platter"": 5.0, ""Smoothies"": 5.0, ""Beef Platter"": 5.0, ""Salad"": 5.0, ""Hummus"": 4.5, ""Rice"": 4.0, ""Falafel Sandwich"": 5.0, ""Fresh Lemonade"": 5.0, ""Vegetable Platter"": 5.0, ""Greek Salad"": 5.0, ""Tomato & Cucumber Salad"": 5.0, ""Tabouli"": 5.0, ""Warm Pita"": 5.0, ""Lettuce"": 5.0, ""Feta Crumbles"": 5.0, ""Greek Dressing"": 5.0, ""Tzatziki"": 5.0}","{""Service"": 10, ""Gyro"": 1, ""Platter"": 1, ""Chicken"": 1, ""Cost"": 9, ""Chicken Kabob Gyro Pita"": 1, ""Toppings"": 1, ""Ambiance"": 1, ""Food"": 2, ""Chickeb shwarma"": 1, ""Grape leaves"": 1, ""Atmosphere"": 2, ""Pita"": 2, ""Falafel"": 3, ""Tomatoes"": 2, ""Falafel Pita"": 1, ""Pitas"": 1, ""Chicken Platter"": 1, ""Smoothies"": 1, ""Beef Platter"": 1, ""Salad"": 1, ""Hummus"": 2, ""Rice"": 1, ""Falafel Sandwich"": 1, ""Fresh Lemonade"": 1, ""Vegetable Platter"": 1, ""Greek Salad"": 1, ""Tomato & Cucumber Salad"": 1, ""Tabouli"": 1, ""Warm Pita"": 1, ""Lettuce"": 1, ""Feta Crumbles"": 1, ""Greek Dressing"": 1, ""Tzatziki"": 1}"
3205,gDTEshDonGYQ6pWGNFUyKw,"{""Service"": 4.0, ""Food"": 5.0, ""Cost"": 3.0, ""Classic Chocolate Cupcake with Vanilla Buttercream Icing"": 5.0, ""Chocolate Cupcake with Blueberry"": 4.0, ""Vanilla Cupcake with Creamsicle Icing"": 5.0, ""Red Velvet Cupcake"": 5.0}","{""Service"": 1, ""Food"": 1, ""Cost"": 1, ""Classic Chocolate Cupcake with Vanilla Buttercream Icing"": 1, ""Chocolate Cupcake with Blueberry"": 1, ""Vanilla Cupcake with Creamsicle Icing"": 1, ""Red Velvet Cupcake"": 1}"
3206,gEX_kEhYgvLKGJtlY45BmQ,"{""Service"": 3.9, ""Golden Triangles"": 4.0, ""Thousand Layer Bread with Curry Chicken Sauce"": 5.0, ""Rangoon Crab Meat Dumplings"": 3.0, ""Tea Leaf Salad"": 3.0, ""Pork in Mango Pickled Curry"": 5.0, ""Nga Chin Cho Sart"": 5.0, ""Mohinga"": 3.0, ""Ahnyh Tamin"": 3.0, ""Cost"": 3.05, ""Papaya Salad"": 5.0, ""Tamarind Juice"": 5.0, ""Chilly Tofu"": 5.0, ""Mango Chicken"": 3.3333333333333335, ""Jungle Chicken"": 5.0, ""Thai Basil Chicken"": 5.0, ""Chili Chicken"": 5.0, ""Chicken with Broccoli"": 1.0, ""Food"": 3.6666666666666665, ""Thousand Layer Bread"": 5.0, ""Coconut Rice"": 5.0, ""Fermented Tea Leaf Salad"": 5.0, ""Northern Burmese noodle"": 2.0, ""Southern Burmese noodle"": 2.0, ""Kung pao chicken"": 2.0, ""Thousand Layer Bread with Chicken Curry"": 5.0, ""Crab Rangoons"": 4.0, ""Pork in Pickled Mango"": 4.0, ""Jungle Curry"": 4.0, ""Northern Burmese Noodles"": 4.0, ""Bread"": 5.0, ""Prices"": 5.0, ""Overall"": 5.0, ""Coconut Curry"": 1.0, ""Pumpkin Soup"": 3.0, ""Thousand Layer Bread with Chicken"": 5.0, ""Chilly Chicken"": 5.0, ""Fried Rice"": 5.0, ""Soups"": 5.0, ""Rangoon"": 4.0, ""thousand layer pancake with chicken curry"": 3.0, ""chicken satay"": 4.0, ""northern burmese noodle"": 4.0, ""mango sticky rice"": 2.0, ""Thousand-Whatever Bread (Roti Kanai)"": 2.0, ""Appetizers"": 5.0, ""Traditional Burmese tea"": 5.0, ""Thousand layer bread with curry chicken sauce"": 5.0, ""Burmese tea"": 5.0, ""Stir fry with curry"": 3.0, ""Banana leaf crispy fish"": 5.0, ""Festival Fish Noodle Soup"": 5.0, ""Other items"": 4.0, ""Burmese tofu"": 5.0, ""Green tea leaf salad"": 4.0, ""Thousand layer pancake"": 4.0, ""Thousand Layer Bread with Curry Dipping Sauce"": 4.0, ""Asian Tea Leaf Salad"": 5.0, ""Jungle Sauce (Tofu)"": 2.0, ""Curries"": 4.0, ""Noodles"": 4.0, ""Rice dishes"": 4.0, ""Mango chicken"": 3.0, ""Lemongrass dishes"": 4.0, ""Vegetarian dishes"": 4.0, ""Seafood dishes"": 4.0, ""1000 layer bread"": 5.0, ""farluda"": 1.0}","{""Service"": 20, ""Golden Triangles"": 1, ""Thousand Layer Bread with Curry Chicken Sauce"": 1, ""Rangoon Crab Meat Dumplings"": 1, ""Tea Leaf Salad"": 1, ""Pork in Mango Pickled Curry"": 1, ""Nga Chin Cho Sart"": 1, ""Mohinga"": 1, ""Ahnyh Tamin"": 1, ""Cost"": 20, ""Papaya Salad"": 1, ""Tamarind Juice"": 1, ""Chilly Tofu"": 1, ""Mango Chicken"": 3, ""Jungle Chicken"": 1, ""Thai Basil Chicken"": 1, ""Chili Chicken"": 1, ""Chicken with Broccoli"": 1, ""Food"": 9, ""Thousand Layer Bread"": 1, ""Coconut Rice"": 1, ""Fermented Tea Leaf Salad"": 1, ""Northern Burmese noodle"": 1, ""Southern Burmese noodle"": 1, ""Kung pao chicken"": 1, ""Thousand Layer Bread with Chicken Curry"": 1, ""Crab Rangoons"": 1, ""Pork in Pickled Mango"": 1, ""Jungle Curry"": 1, ""Northern Burmese Noodles"": 1, ""Bread"": 1, ""Prices"": 1, ""Overall"": 1, ""Coconut Curry"": 1, ""Pumpkin Soup"": 1, ""Thousand Layer Bread with Chicken"": 1, ""Chilly Chicken"": 1, ""Fried Rice"": 1, ""Soups"": 1, ""Rangoon"": 1, ""thousand layer pancake with chicken curry"": 1, ""chicken satay"": 1, ""northern burmese noodle"": 1, ""mango sticky rice"": 1, ""Thousand-Whatever Bread (Roti Kanai)"": 1, ""Appetizers"": 1, ""Traditional Burmese tea"": 1, ""Thousand layer bread with curry chicken sauce"": 1, ""Burmese tea"": 1, ""Stir fry with curry"": 1, ""Banana leaf crispy fish"": 1, ""Festival Fish Noodle Soup"": 1, ""Other items"": 1, ""Burmese tofu"": 1, ""Green tea leaf salad"": 1, ""Thousand layer pancake"": 1, ""Thousand Layer Bread with Curry Dipping Sauce"": 1, ""Asian Tea Leaf Salad"": 1, ""Jungle Sauce (Tofu)"": 1, ""Curries"": 1, ""Noodles"": 1, ""Rice dishes"": 1, ""Mango chicken"": 1, ""Lemongrass dishes"": 1, ""Vegetarian dishes"": 1, ""Seafood dishes"": 1, ""1000 layer bread"": 1, ""farluda"": 1}"
3207,gG0Pp5P6BA7zk-vX3-CLCw,"{""Service"": 5.0, ""Peril"": 5.0, ""Mavi"": 5.0, ""Fritiras"": 5.0, ""Cost"": 3.0}","{""Service"": 1, ""Peril"": 1, ""Mavi"": 1, ""Fritiras"": 1, ""Cost"": 1}"
3208,gGC3SvEvxsRkRBIEU0Rfrw,"{""Service"": 5.0, ""Cheesesteak"": 5.0, ""Cost"": 3.0}","{""Service"": 1, ""Cheesesteak"": 1, ""Cost"": 1}"
3209,gHMN4jk8kjG50CH-IRY2Dw,"{""Service"": 2.0, ""Deli sandwiches"": 3.0, ""Roast beef"": 2.0, ""Price"": 1.0, ""Overall Quality"": 2.0, ""Arby's Signature Item"": 1.0, ""Variety"": 2.0}","{""Service"": 1, ""Deli sandwiches"": 1, ""Roast beef"": 1, ""Price"": 1, ""Overall Quality"": 1, ""Arby's Signature Item"": 1, ""Variety"": 1}"
3210,gHuMBv4kPMZ_TP8FhN8ySw,"{""Service"": 4.25, ""Pierogi"": 5.0, ""Golabki"": 5.0, ""Cost"": 3.25, ""Food"": 5.0, ""Kelbasi"": 5.0, ""Pierogies"": 5.0, ""Pierogis"": 5.0, ""Golubtsi"": 4.0, ""Dessert"": 4.0, ""Combo Platters"": 5.0, ""Owners/Staff"": 5.0, ""Overall"": 5.0}","{""Service"": 4, ""Pierogi"": 1, ""Golabki"": 1, ""Cost"": 4, ""Food"": 1, ""Kelbasi"": 1, ""Pierogies"": 1, ""Pierogis"": 1, ""Golubtsi"": 1, ""Dessert"": 1, ""Combo Platters"": 1, ""Owners/Staff"": 1, ""Overall"": 1}"
3211,gIyxaT9tvxMUZDH9AlmIYw,"{""Service"": 3.5, ""Deli"": 4.0, ""Lunch meats"": 5.0, ""Cheeses"": 5.0, ""Bread"": 4.0, ""Crusty bread"": 1.0, ""Price"": 4.0, ""Food"": 2.6666666666666665, ""Pickles"": 5.0, ""Desserts"": 2.0, ""Bakery"": 1.0, ""Cost"": 3.0, ""Produce"": 5.0, ""Selection"": 5.0, ""Sausage"": 5.0, ""Ready Food"": 5.0, ""Russian Juices"": 5.0, ""Canned Vegetables"": 5.0, ""Canned Mushrooms"": 5.0, ""Tea Selection"": 5.0, ""Smoked Fish"": 5.0, ""Herring"": 5.0, ""Salmon"": 5.0, ""Cakes"": 5.0}","{""Service"": 4, ""Deli"": 1, ""Lunch meats"": 1, ""Cheeses"": 1, ""Bread"": 2, ""Crusty bread"": 1, ""Price"": 1, ""Food"": 1, ""Pickles"": 1, ""Desserts"": 1, ""Bakery"": 1, ""Cost"": 2, ""Produce"": 1, ""Selection"": 1, ""Sausage"": 1, ""Ready Food"": 1, ""Russian Juices"": 1, ""Canned Vegetables"": 1, ""Canned Mushrooms"": 1, ""Tea Selection"": 1, ""Smoked Fish"": 1, ""Herring"": 1, ""Salmon"": 1, ""Cakes"": 1}"
3212,gKHxy8chDJCZb-Y12h229w,"{""Service"": 4.0, ""Breakfast"": 4.0, ""Coffee"": 4.0, ""Cost"": 1.0}","{""Service"": 1, ""Breakfast"": 1, ""Coffee"": 1, ""Cost"": 1}"
3213,gKRSLjhqulJtaAj9t4IJJA,"{""Delivery"": 1.0, ""Jerk Chicken Sandwich"": 2.0, ""Cost"": 2.5, ""Service"": 3.0, ""Cleanliness"": 1.0, ""Payment"": 1.0, ""Food"": 3.0, ""Drinks"": 5.0, ""Fireball Margarita"": 5.0, ""Mixed Drinks"": 5.0, ""Beer"": 5.0}","{""Delivery"": 1, ""Jerk Chicken Sandwich"": 1, ""Cost"": 2, ""Service"": 2, ""Cleanliness"": 1, ""Payment"": 1, ""Food"": 1, ""Drinks"": 1, ""Fireball Margarita"": 1, ""Mixed Drinks"": 1, ""Beer"": 1}"
